HPRNummer;Personnummer;Fornavn;Mellomnavn;Etternavn;Fødselsdato;Dødsdato;Kjønn;SistOppdatert;Statsborgerskap;Adresse;Postnummer;Poststed;Land
1008625;24117000458;AGNES HANSINE;FOSBERG;OTTVIK;1970.11.24 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TRYMS VEI 5;3960;STATHELLE;
1008676;63065830150;CASPAR WILHELM;;KAASASTUL;1958.06.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MACKUMSGATAN 1 B 302 34 HALMSTAD SVERIGE;;;
1008765;57048447602;Arnt Didrik;;Holand;1984.04.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;Kjærnesveien 125;1407;;
1008854;02088209721;BRIAN ALFRED;;KORITZINSKY;1982.08.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HUKVEIEN 10;3300;HOKKSUND;
1008927;16088713935;SAMBOU;;WIDJAJA;1987.08.16 00:00:00;;kjonn:1;2013.10.07 11:06:00;;GYMNASVEGEN 22;4737;HORNNES;
1008943;07084700538;CRAIG EDWARD;FLASNES;HAUABAKK-ANWAR;1947.08.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;PILVEGEN 4;7500;STJØRDAL;
1008978;02076030904;EULOGIO;;RUSHANI;1960.07.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;JERPEFARET 24 B;0788;OSLO;
1009001;20118249179;KRISANDER;OLESØNN;CYRSON;1982.11.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;EIDEMSGATE 14;2212;KONGSVINGER;
1009109;11035949625;RUTH BERGITTE;;PREKAZI;1959.03.11 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;2693;NORDBERG;
1009117;01076400012;KATIE ALEXANDRA;;RAH;1964.07.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STORSKARVEN 27;6514;KRISTIANSUND N;
1009249;05115015348;JUAN ANGEL;;GOT;1950.11.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TRÅSERUDVEGEN 92;3677;NOTODDEN;
1009299;08094722846;ANNA CAROLINE;;SVERGJA;1947.09.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ÅSVEGEN 25;8663;MOSJØEN;
1009346;42027102748;ALVAREZ JOSE;;OKASHA;1971.02.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KOLDINGGADE 70 DK-9900 FREDRIKSHAVN DANMARK;;;
1009478;08048533885;LILL-HELEN;;RULANDER;1985.04.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MOLDBAKKEN 18;5042;BERGEN;
1009494;29083923634;MINA KONSTANSE;;PHROMMAHOM;1939.08.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;OSLOVEIEN 53;7374;RØROS;
1009567;20056914367;BRAJAN RYSZARD;MELLEMSTRAND;KVERNDALEN;1969.05.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STAMNAN;7392;RENNEBU;
1009591;54108525153;ALI ADDOW;STUBHAUG;VAARNING;1985.10.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRÖNDALSV 13 151 65 SÖDERTÖLJE SVERIGE;;;
1009648;26055702852;INGER DORIS;HAUSS;KOLANKO;1957.05.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØVRE VEG 1001;2838;SNERTINGDAL;
1009729;05097932494;ADA TORBJØRG;KIERULF;STOKKEDALEN;1979.09.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRÅTROSTVEGEN 46 I;7082;KATTEM;
1009907;23108313439;OLGA DAGNY;;AUTHÉN;1983.10.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BERGLIOTS VEI 43;4311;HOMMERSÅK;
1009923;10117204494;FLORABEL;;UTBJOE;1972.11.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RØYKÅS TERRASSE 24;1476;RASTA;
1009931;06044907044;REETTA MARIA;;MC INTYRE;1949.04.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ENGELSTADVEGEN 21;2840;REINSVOLL;
1010030;13057434362;PAUL COLIN;;UYYURU;1974.05.13 00:00:00;;kjonn:1;2016.03.22 16:23:22;;SØNDREGATE 17;8450;STOKMARKNES;
1010031;14057431173;Geir;Psa;Hannsen;1974.05.14 00:00:00;;kjonn:1;2016.03.22 16:29:12;;;;;
1010032;17015830697;Hanne;Psa;Lægreid;1958.01.17 00:00:00;;kjonn:2;2016.03.22 16:32:50;;;;;
1010033;04037928556;Are;Psa;Info;1979.03.04 00:00:00;;kjonn:1;2017.01.24 07:45:15;landkoder:NO;Gildeveien 34;7044;TRONDHEIM;
1010034;11114134092;Astrid;Psa;Info;1941.11.11 00:00:00;;kjonn:2;2016.10.21 08:36:25;;;;;
1010035;31053845153;Carl;Fos;X;1938.05.31 00:00:00;;kjonn:1;2016.03.22 16:34:09;;;;;
1010036;17054708300;ABDISHAKUR OMAR;;LIIN;1947.05.17 00:00:00;;kjonn:1;2016.01.11 12:29:22;landkoder:NO;SØRE GARDEN 61;5970;BYRKNESØY;
1010037;20129337134;ALEXANDER;;DAHL;1993.12.20 00:00:00;;kjonn:1;2013.12.19 15:34:59;;LIENGA 27 C;7670;INDERØY;
1010038;08128315978;Bjørn;Psa;Visjon;1983.12.08 00:00:00;;kjonn:1;2015.10.06 10:11:07;;;;;
1010039;01123513661;Berit;Psa;Visjon;1935.12.01 00:00:00;;kjonn:2;2015.10.06 10:16:44;;;;;
1010040;09046105726;Dag;Psa;Dips;1961.04.09 00:00:00;;kjonn:1;2016.02.12 11:05:54;landkoder:AL;;;;
1010041;04047018434;Diana;Psa;Dips;1970.04.04 00:00:00;;kjonn:2;2015.11.19 22:02:21;;;;;
1010042;07104344717;Erlend;Psa;Win;1943.10.07 00:00:00;;kjonn:1;2015.10.06 10:29:06;;;;;
1010043;09068309201;Emma;Psa;Win;1983.06.09 00:00:00;;kjonn:2;2014.03.25 01:41:02;;;;;
1010044;;Testlege;;Testlege;1985.05.03 00:00:00;;kjonn:1;2013.12.19 15:35:00;;;;;
1010045;06046900284;Jenny;Fos;Drage;1969.04.06 00:00:00;;kjonn:2;2016.05.25 14:30:50;;LETTVINTVEIEN 4;1407;VINTERBRO;
1010046;06047600683;Berit;Psa;Havn;1976.04.06 00:00:00;;kjonn:2;2015.02.20 13:05:18;;Langbølgen 45 A;1150;OSLO;
1010047;06048000353;Christian;Fos;Cand;1980.04.06 00:00:00;;kjonn:1;2015.02.20 12:39:29;;;;;
1010048;06048100102;Kristian;Psa;Tandberg;1981.04.06 00:00:00;;kjonn:1;2015.03.02 14:50:02;;KONGSVINGERGATA 1 B;0464;OSLO;
1010049;06056800334;Roger;Fos;Didriksen;1968.05.06 00:00:00;;kjonn:1;2015.03.02 14:56:32;;RUSTMOVEGEN 2;2640;VINSTRA;
1010050;08053100806;KIRSTEN ANTONETTE;;MUJOLLI;1931.05.08 00:00:00;;kjonn:2;2013.12.19 15:35:02;;BERGSTIEN 4;9900;KIRKENES;
1010085;04105103013;SIGNE ELVIRA;;SUOUD;1951.10.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ENGVEIEN 10;8613;MO I RANA;
1010115;50065714067;MONICA SOFIA;CRAWFURD;PAWLICZEK;1957.06.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FRANZ-HERB-WEG 11 77654 OFFENBURG TYSKLAND;;;landkoder:DE
1010137;24027607140;ULF TOBIAS;;SATHEESH;1976.02.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;;FURUÅSVEIEN 7 B LELAND;8890;LEIRFJORD;
1010328;25127622771;EMIL LEANDER;;PRICE HAFSLUND;1976.12.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MADLATUÅ 9;4045;HAFRSFJORD;
1010336;10095137968;JOHN FREDERIC;;SHANMUGALINGAM;1951.09.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BRÅTET 235;5154;BØNES;
1010352;24117109387;SATISHKUMAR;;OLIVA;1971.11.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;;GRØNNESTØLSLIEN 67;5073;BERGEN;
1010514;17025805747;GUY LOUIS;MERAKERÅS;ALVES;1958.02.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TRONVIKVEGEN 12;6995;KYRKJEBØ;
1010654;20027832319;AMAN ULLAH;;EPHITHITE;1978.02.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TEGLVERKSTUNET 8 B;7048;TRONDHEIM;
1010735;26045736600;TSVETELINA VENTSISLAVOVA;;WESLEY;1957.04.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LYNGVEIEN 18;4370;EGERSUND;
1010824;22058335014;AYAAN OSMAN;STRANDGÅRD;HINDLEY;1983.05.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RINGERIKSVEIEN 21;3370;VIKERSUND;
1010840;45088737532;JANOS;;KÄRREBY;1987.08.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TÅNGE 4 452 93 STRÖMSTAD SVERIGE;;;
1011022;09055923830;TUYET BACH THI;SANDIGAN;JORDAAN;1959.05.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NINI ROLL ANKERS VEG 3;6412;MOLDE;
1011103;21077736147;RONNY WERNER;;FELBUR;1977.07.21 00:00:00;;kjonn:1;2013.10.07 11:06:00;;ÅRSTADVEIEN 25;5009;BERGEN;
1011294;17055317968;DANIEL FRANK;;OLSGAARD;1953.05.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;DOVREGUBBEN 5;3055;KROKSTADELVA;
1011316;25076331386;BARTOLOMIEJ;;MYRÅS;1963.07.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SVENKERUD;3540;NESBYEN;
1011421;30116507346;AKSEL HILMAR;;SCHWIERTZ;1965.11.30 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HERVIK;5566;HERVIK;
1011448;58068723122;KJETIL HENRIK;JOSEPH;GREDIN;1987.06.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;V/SVEIN SKIVENES 6958 SØRBØVÅG;6958;SØRBØVÅG;
1011499;15088508626;IKRAM EL;;GASMI;1985.08.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SORGENFRIGATA 25;0365;OSLO;
1011618;53045618176;IBRAHIM OMAR;;MAYURATHAN;1956.04.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
1011642;11125228757;ØLVER;ROLFSON;FIBIG;1952.12.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TRØGSTADVEIEN 5;1807;ASKIM;
1011660;29047808608;THALIA SOFIE;;LANG;1978.04.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HAVSTADVEGEN 13 B;7021;TRONDHEIM;
1011669;15097947586;ARNE MAGNUS;;TULLETT;1979.09.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;CAMILLA COLLETTS GATE 4;4020;STAVANGER;
1011758;67078010360;TREVOR C;;STEPHENSEN;1980.07.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KADCZA 285 33-389 JAZOWSKO POLAND;;;
1011804;23116008262;ANNA MATHILDA KRISTINA;BRATENG;MATYJAS;1960.11.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;6770;NORDFJORDEID;
1011812;25128424507;HAMPUS LUDWIG OLOF;;ANICETE;1984.12.25 00:00:00;;kjonn:1;2013.10.07 11:06:00;;SVENSKEBERGET 49;1727;SARPSBORG;
1011855;17055619921;GEORGIY PETROVICH;;MADO;1956.05.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;METHIVEIEN 2;9800;VADSØ;
1011944;19074905334;MARIAN TADEUSZ;;ODDSTAD;1949.07.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VINKELEN 6;8614;MO I RANA;
1012258;02108706344;EIVEN;;AL ALI;1987.10.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KVITHAUGSMYRA 35;6092;FOSNAVÅG;
1012371;09085220060;ASTRID BENEDICTE;BENTESTUEN;RÄFLING;1952.08.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LUNDAVEIEN 28;3032;DRAMMEN;
1012444;64078122429;Marie;;Modal;1981.07.24 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;Skoleveien 2 B;9407;;
1012460;58026537310;JAHN RICHARD;KOBBENES;KØRKKØ;1965.02.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O PER REESE HOLEGATA 30 3070 SANDE I VESTFOLD;3070;SANDEIVESTFOLD;
1012584;12037927846;HANNA MARIA VIKTORIA;;KVAL-ENGSTAD;1979.03.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SÆBØVEGEN 438;5938;SÆBØVÅGEN;
1012606;19117402013;IRENE LILL;;MAGNÆS;1974.11.19 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MUSDALSVEGEN 22;2635;TRETTEN;
1012657;26034210488;IZABELA AGNIESZKA;;EIKESÆTH;1942.03.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VEGVOKTERSVINGEN 32 B;2090;HURDAL;
1012746;02085719613;OTHELIE;;HÅGBO;1957.08.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LISLEHERADVEGEN 94;3678;NOTODDEN;
1012940;65027741708;OLIVER TRYGVE;;FAMBAWL;1977.02.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NØRREVOLDGT. 60 STORT DK-5800 NYBORG DANMARK;;;
1012959;;Leif Harald;;Njølstad;1929.07.03 00:00:00;;kjonn:1;2013.10.07 12:10:10;;Njølstad;4350;;
1012983;63054602709;KIMON;;SIPA;1946.05.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TIMMERVÄGEN 59 831 72 ØSTERSUND SVERIGE;;;
1012991;26106724643;TORILL ELINE;;IDRIZAJ;1967.10.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;PROFESSOR HANSTEENS G. 77;4021;STAVANGER;
1013009;23127144745;CHRISTOPHER HIRAM;;LIEBRECHT;1971.12.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ARNSTEIN ARNEBERGS VEI 16;0274;OSLO;
1013017;24047515161;STEFAN REINIER;;KIRKFJELL;1975.04.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RINDEVEGEN 32;3676;NOTODDEN;
1013025;21088501591;HAMED;;TJELFLAAT;1985.08.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KONGENS GATE 75;4608;KRISTIANSAND S;
1013033;08126614323;IDAR ASLE;;LIUDAS;1966.12.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BAKKALYKKJA 25;2651;ØSTRE GAUSDAL;
1013041;28037504795;GEIR MARIUS;;KAPKOWSKI;1975.03.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FAGERLIVEIEN 16;3080;HOLMESTRAND;
1013068;13076946382;KOLDBJØRN;;BRYDEN;1969.07.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ORE;4560;VANSE;
1013076;06114723841;ROCIO MONTSERRAT;;KRZAN;1947.11.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HØYENHALLVEIEN 5 E;0667;OSLO;
1013084;27036533418;FREWEINI YOHANNES;;OLIVERA;1965.03.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BAKKANE 2;4730;VATNESTRØM;
1013092;16126006016;ANNA-EMILIA;BRØDSGAARD;BÆRLAND;1960.12.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FLAENVEIEN 8;0953;OSLO;
1013106;03047100177;ROBERT ALAN;;DIRKSON;1971.04.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MODUMVEIEN 215;3410;SYLLING;
1013114;12064642322;TADESSE;;SKAPARAS;1946.06.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;;RIDEHUSGATA 2 A;1606;FREDRIKSTAD;
1013122;69107012168;FREDRIK GÖRAN;;HAUSO;1970.10.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RISHAGERÖD 119 463 92 LILLA EDET SVERIGE;;;
1013149;24105205925;INGVARD KÅRE;;VILLAMARIN;1952.10.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;POSTVEGEN 64;4280;SKUDENESHAVN;
1013157;07116649017;MARET INGA;;AL YOUSEF;1966.11.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KANTARELLSTIEN 8;1529;MOSS;
1013165;19053900863;LILLIAN TORBJØRG;NIKOLAEVA;SERRA LLINARES;1939.05.19 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MARDALSRENEN 25;5200;OS;
1013173;14105538880;LISBETH ASTRID;;SAGHEI;1955.10.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HOLMENVEIEN 8 B;0374;OSLO;
1013181;57097318923;ÅSMUND HANS;;AL OBAIDE;1973.09.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;39-126 ZAGORZYCE 93 POLEN;;;
1013203;18095503248;SANDRA MARIELA;;MYHRE HANSEN;1955.09.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;6083;GJERDSVIKA;
1013211;12038214061;LIV SNEFRID;;SIRVIO;1982.03.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;PEKESTOKKEN 8;3960;STATHELLE;
1013238;08105501103;JOHANNES JØRGEN;;QUEZON;1955.10.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SYKEHUSGATA 34;8613;MO I RANA;
1013246;08016125823;ANN MARGRETH;;THOLO;1961.01.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STØLSHAUGVEGEN 15;5460;HUSNES;
1013254;12106210819;ANISOARA;;GRANDGÅRD;1962.10.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FREMSTADVEGEN 4;2380;BRUMUNDDAL;
1013262;02064122099;EDITH LUISE;;TONG;1941.06.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VIKAVEIEN 26;4817;HIS;
1013270;06056013820;MUSHTAK;;LIAQAT;1960.05.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØSTSIDEVEIEN 113;3524;NES I ÅDAL;
1013289;08127934178;BENDIK MARTIN;;GAVAS;1979.12.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BEKKEFARET 1 C;7023;TRONDHEIM;
1013297;18126014550;HENRYK WINCENTY;;ELDEVIK;1960.12.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;;JERNBANEGATEN 2;1850;MYSEN;
1013300;10076908325;MARIUS LORANG;GREIBESLAND;DENNEFORS;1969.07.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;;LITLEÅSEN 10 B;5310;HAUGLANDSHELLA;
1013319;18035406162;MARTIN DOMINIC;;ZELYNSKY;1954.03.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;;VESTERØYVEIEN 62;3219;SANDEFJORD;
1013327;03057412436;FRIDA LOTTA;;EIKEVIK;1974.05.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MARTIN LINGES GATE 11;5534;HAUGESUND;
1013335;12116601018;SHERMINEH;;KLØVE-GRAUE;1966.11.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VESTRE MELLOMVEG 17;6416;MOLDE;
1013343;14017323998;BORGVALD JOHAN;;HESSLE;1973.01.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ØSTENSJØVEIEN 118 A;0682;OSLO;
1013351;07014622947;ARVE NORALF;NYSETHER;FURUKNAP PERSCHARDT;1946.01.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LYNGHAUGEN 19;4363;BRUSAND;
1013378;20038500970;MUHAMMAD EHSAN;;HAVNES;1985.03.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STRAUMSVEGEN 435;9100;KVALØYSLETTA;
1013386;10024227362;HIDEO;;PREDOTA;1942.02.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;;STASJONSGATA 49;1820;SPYDEBERG;
1013394;01038737038;RENÈE;;GUL;1987.03.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;;EDDAVEIEN 4;3223;SANDEFJORD;
1013408;26015329075;REMIGIJA;;NORE;1953.01.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KRISTOFFER ROBINS VEI 38;0978;OSLO;
1013416;09014237477;ANJA ELISABETH;;AY;1942.01.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;;BROGATA 3;3660;RJUKAN;
1013424;29067400761;KARL EILIV;;WÆRENSKJOLD;1974.06.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;7740;STEINSDALEN;
1013432;25116613827;RITA-MERETHE;OALAND;TOPALAJ;1966.11.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ABELSBORG GATE 5 A;7018;TRONDHEIM;
1013440;42098001497;MABLE;;HELDOR;1980.09.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TURZA 109, ZAGORZANY-739 PL 38-333 KOT POLAND;;;
1013459;23127838801;REIDUN CHRISTIN;;ØYJORD;1978.12.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MARIE SØRDALS VEG 11 K;7036;TRONDHEIM;
1013475;01127726120;WOJCIECH MAREK;;PEDUTEM;1977.12.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MICHEL GRENDAHLS VEG 1 C;7022;TRONDHEIM;
1013483;18128011117;CARLOS JOSE;;KUCYBALA;1980.12.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TROLLBAKKEN 1 A;9009;TROMSØ;
1013491;11055644170;OLE VILHELM;;SCHWERDTFEGER;1956.05.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FAGERHAUGVEGEN 3;5307;ASK;
1013505;20096336005;BERTE SOFIE;;ARNETVEDT;1963.09.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TROLLVEGEN 33 A;3924;PORSGRUNN;
1013513;25017036389;ZAHID IQBAL;;SKJENNUM;1970.01.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SOLLØKKASTIEN 45;3233;SANDEFJORD;
1013521;30065727206;ORNA;;KAYE;1957.06.30 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HALVORSHAGEN 35;5244;FANA;
1013548;03067733117;TONY J;;ROSSHOLT;1977.06.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;DIAKONVEIEN 38;8074;BODØ;
1013556;46035222774;BLAGOJ;;AZARIN;1952.03.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;OKRUZNI 410 755-01 VSETIN DEN TSJEKKISKE REP.;;;
1013564;08115117972;IRENEO A;;SANDØ-GRIMSTAD;1951.11.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LUNA RING 46;3942;PORSGRUNN;
1013572;23086231891;SIRI MALIN;VOINAROVSKA;RAAHEIM;1962.08.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HESJAHOLTVEIEN 20;5142;FYLLINGSDALEN;
1013580;14126018364;OLE-MIKAL;;PIWKA;1960.12.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RØSSET NORDRE;7580;SELBU;
1013599;04114602014;THIPPHAWAN;;COLLE;1946.11.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;4745;BYGLAND;
1013602;25104015533;KLAUS ODDVAR;;SAUPSTAD;1940.10.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;POSTBOKS 7922 SPJELKAVIK 6022 ÅLESUND;6010;ÅLESUND;
1013610;24098008159;TERJE TOBIAS;;CASILDO;1980.09.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NILS HUUS' GATE 6;0482;OSLO;
1013629;24088046370;VASILICA OVIDIU;AHMED;FETSENETS;1980.08.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FJORDSVINGEN 14;3400;;
1013637;19047315649;MADLEN;;RESSER;1973.04.19 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TEIGDALSVEGEN 202;5707;EVANGER;
1013645;64088541624;EIJA LIISA;TORGNES;MARTINUS;1985.08.24 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KRISTINELUNDVEIEN 14 B 0268 OSLO;0268;OSLO;
1013653;31087532235;PEGGY INGEBORG;;ESNAASHARI;1975.08.31 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BRØTTUMSVEGEN 20;2372;BRØTTUM;
1013661;12057036018;EMMALISA;;HODNELID;1970.05.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LEIRSKARVEGEN 5;5555;FØRDE I HORDALAND;
1013696;02094835790;VIEITES JOSE R;;LØPSMARK-SØRENG;1948.09.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HASLEKROKEN 7 A;0575;OSLO;
1013726;05054816172;FRIEDHELM;;GRANNEMAN;1948.05.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HØYBRÅTENVEIEN 13 B;1055;OSLO;
1013734;12067120629;MAREN SYNNØVE;TAN;LANDERGREN;1971.06.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HARALD GILLES VEI 42;4633;KRISTIANSAND S;
1013742;16127707611;DILARA;;SVARTEMYR;1977.12.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SAGVEGEN 3;2022;GJERDRUM;
1013750;23116935252;MIMOUNT;;GULLMOEN;1969.11.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;OLBU;7340;OPPDAL;
1013769;29078117182;JOEL TOBIAS;BERNSETER;TOFIQ;1981.07.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HEMVEIEN 5;3270;LARVIK;
1013777;22067012708;OLEG PETROVICH;LORESTANI;BILJESKOVIC;1970.06.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VIKAVEGEN 30;6940;EIKEFJORD;
1013785;30127116055;MARTE NIKOLINE;;TANAIKZAI;1971.12.30 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VALLEMOEN;4520;LINDESNES;
